code,rid
W,1787521
W,1787536
W,1787714
W,1787715
W,1787722
W,1787723
W,1787724
W,1787726
W,1787727
W,1787729
W,1787730
W,1787731
W,1787732
W,1787733
W,1787734
N,1787735
N,1787736
N,1787737
N,1787739
N,1787741
N,1787742
N,1787744
N,1787745
N,1787747
W,1787784
W,1787785
N,1787917
N,1787919
N,1787920
N,1787922
N,1787924
N,1787926
N,1787928
W,1787948
W,1787950
W,1787956
W,1787961
W,1787962
Autorepeat,1788026
W,1788055
W,1788057
W,1788092
W,1788094
N,1788096
<,1788101
W,1788101
<,1788103
W,1788103
W,1788105
W,1788107
W,1788113
W,1788115
W,1788122
W,1788128
W,1788130
j,1788147
Autorepeat,1788154
<,1788162
W,1788162
W,1788163
W,1788164
W,1788165
W,1788167
N,1788210
W,1788239
W,1788240
W,1788275
W,1788276
W,1788311
N,1788323
N,1788324
N,1788325
N,1788326
N,1788327
N,1788328
N,1788329
N,1788330
W,1788357
W,1788358
W,1788409
N,1788434
N,1788435
N,1788436
N,1788437
N,1788438
N,1788439
N,1788440
W,1788447
<,1788448
W,1788539
W,1788540
W,1788544
W,1788547
W,1788548
N,1672441
N,1788608
N,1788609
N,1788610
N,1672442
N,1672439
N,1672443
N,1672440
N,1788611
N,1788612
N,1788613
N,1788614
N,1788615
N,1788616
N,1788617
N,1788618
N,1788619
N,1788620
N,1788621
N,1788622
N,1788623
N,1788624
N,1788625
N,1788626
N,1788652
N,1788653
N,1788654
N,1788655
N,1788656
N,1788657
N,1788658
N,1788659
W,1788739
W,1788740
W,1788771
W,1788772
N,1788849
N,1788850
N,1788851
N,1788852
N,1788853
N,1788854
N,1788855
N,1788856
W,1788858
<,1788859
W,1788859
W,1788860
W,1788861
N,1672563
N,1788871
N,1788872
N,1788873
N,1672564
N,1672561
N,1672565
N,1672562
>,1788887
W,1788887
W,1788888
W,1788889
W,1788909
W,1788910
N,1788963
<,1788965
W,1788965
W,1788966
W,1788967
W,1788969
W,1788971
W,1788972
W,1789025
>,1789066
W,1789066
W,1789067
W,1789068
<,1789107
W,1789107
W,1789108
W,1789109
W,1789126
W,1789127
<,1789129
W,1789129
<,1789130
W,1789130
W,1789131
W,1789132
W,1789159
N,1673308
N,1789171
N,1789172
N,1789173
N,1673309
N,1673306
N,1673310
N,1673307
W,1789183
W,1789184
W,1789186
W,1789187
N,1789188
N,1789189
N,1789190
<,1789191
N,1789192
N,1789193
W,1789195
W,1789196
N,1789197
N,1789198
N,1789199
N,1789200
N,1789201
N,1789202
N,1789203
N,1789204
N,1789205
N,1789206
N,1789207
N,1789208
N,1789209
N,1789210
N,1789211
N,1789212
N,1789213
N,1789214
N,1789215
N,1789216
N,1789217
N,1789218
N,1789219
N,1789220
N,1789221
N,1789222
N,1789223
N,1789224
N,1789225
N,1789226
N,1789227
N,1789228
N,1789229
N,1789230
N,1789231
N,1789232
N,1789233
N,1789234
N,1789236
N,1789237
N,1789238
N,1789239
N,1789240
N,1789241
N,1789242
N,1789243
N,1789244
N,1789245
N,1789246
N,1789247
N,1789248
N,1789249
N,1789250
N,1789251
<,1789252
W,1789252
<,1789253
W,1789253
W,1789254
N,1789255
W,1789257
W,1789258
N,1789259
W,1789265
W,1789270
<,1789273
< Conc Range,1789273
<,1789274
< Conc Range,1789274
< Conc Range,1789275
Repeat,1789275
< Conc Range,1789277
Repeat,1789277
<,1789278
< Conc Range,1789278
<,1789279
< Conc Range,1789279
Repeat,1789281
N,1789322
N,1789323
N,1789324
N,1789325
N,1789326
N,1789327
N,1789328
N,1789329
W,1789330
W,1789332
W,1789333
W,1789334
W,1789336
W,1789338
<,1789339
W,1789339
W,1789340
W,1789341
W,1789345
W,1789346
W,1789353
W,1789354
W,1789355
N,1789356
N,1789357
N,1789358
N,1789359
N,1789360
N,1789361
N,1789362
N,1789363
N,1789364
N,1789365
N,1789366
N,1789367
N,1789368
N,1789369
N,1789370
N,1789371
N,1789372
N,1789373
N,1789374
N,1789375
N,1789376
N,1789377
N,1789378
W,1789379
N,1789380
N,1789381
N,1789382
N,1789383
N,1789384
N,1789385
N,1789386
N,1789387
W,1789389
W,1789390
N,1789391
N,1789392
N,1789393
N,1789394
N,1789395
N,1789396
N,1789397
N,1789398
N,1789399
N,1789400
N,1789401
N,1789402
N,1789403
N,1789404
W,1789405
W,1789407
W,1789408
N,1789409
N,1789410
N,1789411
N,1789412
N,1789413
N,1789414
N,1789415
N,1789416
N,1789417
N,1789418
N,1789419
N,1789420
N,1789421
N,1789422
N,1789423
N,1789424
N,1789425
N,1789426
N,1789427
N,1789428
N,1789429
N,1789430
N,1789431
N,1789432
N,1789433
N,1789434
N,1789438
N,1789439
N,1789440
N,1789441
N,1789442
N,1789443
N,1789444
N,1789445
W,1789447
W,1789448
N,1789449
N,1789450
N,1789451
N,1789452
N,1789453
N,1789454
N,1789455
N,1789456
W,1789458
W,1789459
<,1789461
W,1789461
<,1789462
W,1789462
W,1789463
W,1789464
W,1789465
<,1789468
W,1789468
<,1789469
W,1789469
W,1789470
W,1789471
N,1789472
N,1789473
N,1789474
N,1789475
N,1789476
N,1789477
N,1789478
N,1789479
W,1789482
W,1789483
W,1789485
W,1789486
N,1789487
N,1789488
N,1789489
N,1789490
N,1789491
N,1789492
N,1789493
N,1789494
N,1789495
N,1789496
N,1789497
N,1789498
N,1789499
N,1789500
N,1789501
N,1789502
N,1789503
N,1789504
N,1789505
N,1789506
N,1789507
N,1789508
N,1789509
N,1789510
N,1789511
N,1789512
N,1789513
N,1789514
N,1789515
N,1789516
N,1789517
N,1789518
W,1789520
W,1789521
W,1789522
N,1789523
N,1789524
N,1789525
N,1789526
N,1789527
N,1789528
N,1789529
N,1789530
N,1789531
N,1789532
N,1789533
N,1789534
N,1789535
N,1789536
N,1789537
N,1789538
N,1789539
N,1789540
N,1789541
N,1789542
N,1789543
N,1789544
N,1789545
N,1789546
N,1789547
N,1789548
N,1789549
N,1789550
N,1789551
N,1789552
N,1789553
N,1789554
N,1789555
N,1789556
W,1789557
W,1789559
W,1789560
W,1789561
N,1789562
N,1789563
N,1789564
N,1789565
N,1789566
N,1789567
N,1789568
N,1789569
<,1789571
<,1789572
N,1789573
N,1789574
N,1789575
N,1789576
N,1789577
N,1789578
N,1789579
N,1789580
N,1789581
N,1789582
N,1789583
N,1789584
N,1789585
N,1789586
W,1789589
W,1789590
W,1789592
W,1789593
W,1789595
<,1789596
W,1789596
W,1789597
W,1789598
W,1789600
W,1789601
N,1789602
N,1789603
N,1789604
N,1789605
N,1789606
N,1789607
N,1789608
N,1789609
N,1789610
N,1789611
N,1789612
N,1789613
N,1789614
N,1789615
N,1789616
N,1789617
N,1789618
N,1789619
N,1789620
N,1789621
N,1789622
N,1789623
<,1789624
W,1789626
W,1789627
W,1789628
W,1789634
<,1789635
W,1789635
W,1789636
W,1789637
N,1789638
<,1789639
N,1789640
N,1789641
<,1789642
N,1789643
W,1789645
W,1789646
>,1789647
W,1789647
W,1789648
N,1789649
N,1789650
N,1789651
N,1789652
N,1789653
N,1789654
N,1789655
N,1789656
W,1789661
N,1789662
N,1789663
N,1789664
N,1789665
N,1789666
N,1789667
N,1789668
N,1789669
N,1789670
N,1789671
N,1789672
N,1789673
N,1789674
N,1789675
N,1789676
W,1789678
W,1789679
>,1789681
W,1789681
<,1789682
W,1789682
W,1789683
W,1789684
N,1789685
N,1789686
N,1789687
N,1789688
N,1789689
N,1789690
N,1789691
N,1789692
N,1789693
N,1789698
N,1789699
N,1789700
N,1789701
N,1789702
N,1789703
N,1789704
N,1789705
N,1789706
N,1789707
N,1789708
N,1789709
N,1789710
N,1789711
N,1789712
N,1789713
W,1789715
W,1789716
W,1789717
N,1789718
N,1789719
N,1789720
N,1789721
N,1789722
N,1789723
N,1789724
W,1789729
N,1789734
N,1789735
N,1789736
N,1789737
N,1789738
N,1789739
N,1789740
N,1789741
N,1789742
N,1789743
N,1789744
N,1789745
N,1789746
N,1789747
N,1789748
N,1789749
N,1789754
N,1789755
W,1789757
>,1789758
W,1789758
W,1789759
W,1789760
N,1789762
W,1789763
W,1789764
W,1789765
W,1789767
W,1789768
<,1789769
N,1789770
N,1789771
N,1789772
N,1789773
N,1789774
N,1789775
N,1789776
N,1789777
W,1789779
W,1789780
W,1789782
W,1789783
W,1789785
W,1789786
W,1789788
W,1789789
W,1789791
W,1789792
N,1789793
N,1789794
N,1789795
N,1789796
N,1789797
N,1789798
N,1789799
N,1789800
N,1789801
N,1789802
N,1789803
N,1789804
N,1789805
N,1789806
N,1789807
N,1789808
N,1789809
N,1789810
N,1789811
N,1789812
N,1789813
N,1789814
N,1789815
N,1789816
<,1789818
W,1789818
<,1789819
W,1789819
W,1789820
W,1789821
<,1789823
W,1789823
<,1789824
W,1789824
W,1789825
W,1789826
N,1789827
N,1789828
N,1789829
N,1789830
N,1789831
N,1789832
N,1789833
N,1789834
N,1789835
N,1789836
N,1789837
N,1789838
N,1789839
N,1789840
N,1789841
N,1789842
W,1789843
N,1789844
N,1789845
N,1789846
N,1789847
N,1789848
N,1789849
N,1789850
N,1789851
N,1789852
N,1789853
N,1789854
N,1789855
N,1789856
N,1789857
N,1789858
N,1789859
N,1789860
N,1789861
N,1789862
N,1789863
N,1789864
N,1789865
N,1789866
<,1789868
W,1789868
<,1789869
W,1789869
W,1789870
W,1789871
W,1789873
W,1789874
N,1789875
N,1789876
N,1789877
N,1789878
N,1789879
N,1789880
N,1789881
N,1789882
N,1789883
N,1789884
N,1789885
N,1789886
N,1789887
N,1789888
N,1789889
N,1789890
N,1789891
N,1789892
N,1789893
N,1789894
N,1789895
N,1789896
N,1789897
N,1789898
N,1789899
N,1789900
N,1789901
N,1789902
N,1789903
N,1789904
W,1789905
W,1789906
N,1789907
N,1789908
N,1789909
N,1789910
N,1789911
N,1789912
N,1789913
N,1789914
W,1789915
W,1789917
W,1789918
N,1789919
N,1789920
N,1789921
N,1789922
N,1789923
N,1789924
N,1789925
W,1789927
W,1789928
N,1789929
N,1789930
N,1789931
N,1789932
N,1789933
N,1789934
N,1789935
N,1789936
N,1789937
N,1789938
N,1789939
N,1789940
N,1789941
N,1789942
N,1789943
W,1789944
W,1789945
N,1789946
N,1789947
N,1789948
N,1789949
N,1789950
N,1789951
N,1789952
N,1789953
N,1789954
N,1789955
N,1789956
N,1789957
N,1789958
N,1789959
N,1789960
N,1789961
W,1789963
W,1789964
N,1789965
N,1789966
N,1789967
N,1789968
N,1789969
N,1789970
N,1789971
N,1789972
W,1789974
N,1789975
N,1789976
N,1789977
N,1789978
N,1789979
N,1789980
N,1789981
N,1789982
W,1789984
<,1789985
W,1789985
W,1789986
W,1789987
N,1789989
N,1789990
N,1789991
N,1789992
N,1789993
N,1789994
N,1789995
N,1789996
W,1789999
W,1790000
N,1790001
N,1790002
N,1790003
N,1790004
N,1790005
N,1790006
N,1790007
N,1790008
W,1790010
W,1790011
N,1790013
N,1790014
N,1790015
N,1790016
N,1790017
N,1790018
N,1790019
N,1790020
N,1790021
W,1790024
W,1790025
W,1790026
W,1790030
N,1790031
N,1790032
N,1790033
N,1790034
N,1790035
N,1790036
N,1790037
N,1790038
W,1790039
N,1790040
N,1790041
N,1790042
N,1790043
N,1790044
N,1790045
N,1790046
N,1790047
<,1790049
W,1790049
<,1790050
W,1790050
W,1790051
W,1790052
W,1790054
W,1790055
N,1790056
N,1790057
N,1790058
N,1790059
N,1790060
N,1790061
N,1790062
N,1790063
N,1790064
N,1790065
N,1790066
N,1790067
N,1790068
N,1790069
N,1790070
N,1790071
W,1790072
W,1790074
W,1790075
N,1790076
N,1790077
N,1790078
N,1790079
N,1790080
N,1790081
N,1790082
N,1790083
W,1790084
W,1790085
N,1790091
N,1790092
N,1790093
N,1790094
N,1790095
N,1790096
N,1790097
N,1790098
W,1790100
W,1790101
W,1790103
W,1790104
N,1790105
N,1790106
N,1790107
N,1790108
N,1790109
N,1790110
N,1790111
N,1790112
N,1790114
N,1790115
N,1790116
N,1790117
N,1790118
N,1790119
N,1790120
N,1790121
N,1790122
N,1790123
N,1790124
N,1790125
N,1790126
N,1790127
N,1790128
N,1790129
<,1790131
W,1790131
<,1790132
W,1790132
W,1790133
W,1790134
N,1790135
N,1790136
N,1790137
N,1790138
N,1790139
N,1790140
N,1790141
N,1790142
N,1790143
N,1790144
N,1790145
N,1790146
N,1790147
N,1790148
N,1790149
N,1790150
N,1790151
N,1790152
N,1790153
N,1790154
N,1790155
N,1790156
N,1790157
N,1790158
N,1790159
W,1790161
W,1790162
N,1790166
N,1790167
N,1790168
N,1790169
N,1790170
N,1790171
N,1790172
N,1790173
W,1790175
W,1790176
W,1790177
N,1790178
N,1790179
N,1790180
N,1790181
N,1790182
N,1790183
N,1790184
N,1790185
N,1790186
N,1790187
N,1790188
N,1790198
N,1790199
N,1790200
N,1790201
N,1790202
N,1790203
N,1790204
N,1790205
N,1790206
N,1790207
N,1790208
N,1790209
N,1790210
N,1790211
N,1790212
N,1790213
W,1790215
W,1790216
N,1790217
N,1790218
N,1790219
N,1790220
N,1790221
N,1790222
N,1790223
N,1790224
N,1790229
N,1790230
N,1790231
N,1790232
N,1790233
N,1790234
N,1790235
N,1790236
W,1790238
W,1790239
N,1790240
N,1790241
N,1790242
N,1790243
N,1790244
N,1790245
N,1790246
N,1790247
N,1790248
N,1790249
N,1790250
N,1790251
N,1790252
N,1790253
N,1790254
N,1790255
N,1790256
N,1790257
N,1790258
N,1790259
N,1790260
N,1790261
N,1790262
N,1790263
N,1790264
N,1790265
N,1790266
N,1790267
N,1790268
N,1790269
N,1790270
N,1790271
N,1790272
N,1790273
N,1790274
N,1790275
N,1790276
N,1790277
N,1790278
N,1790279
N,1790280
N,1790281
N,1790282
N,1790283
N,1790284
N,1790285
W,1790286
N,1790287
N,1790288
N,1790289
N,1790290
N,1790291
N,1790292
N,1790293
N,1790294
W,1790296
W,1790297
<,1790303
W,1790303
W,1790304
W,1790305
W,1790307
W,1790308
W,1790310
W,1790311
<,1790314
W,1790314
<,1790315
W,1790315
W,1790316
W,1790317
N,1790318
N,1790319
N,1790320
N,1790321
N,1790322
N,1790323
N,1790324
W,1790332
W,1790333
W,1790334
N,1790336
N,1790337
N,1790338
N,1790339
N,1790340
N,1790341
W,1790343
W,1790344
N,1790345
N,1790346
<,1790347
N,1790348
N,1790349
N,1790350
N,1790351
N,1790352
N,1790353
N,1790354
N,1790355
N,1790356
N,1790357
N,1790358
N,1790359
N,1790360
N,1790361
N,1790362
N,1790363
N,1790364
N,1790365
N,1790366
N,1790367
N,1790368
N,1790369
N,1790370
N,1790371
N,1790372
N,1790373
N,1790374
N,1790375
N,1790376
N,1790377
N,1790378
N,1790379
N,1790380
W,1790382
W,1790383
W,1790384
W,1790385
N,1790386
N,1790387
N,1790388
N,1790389
N,1790390
N,1790391
N,1790392
W,1790422
W,1790423
W,1790425
W,1790426
W,1790427
W,1790428
W,1790429
W,1790430
N,1790431
N,1790432
N,1790433
N,1790434
N,1790435
N,1790436
N,1790437
W,1790438
W,1790439
W,1790441
W,1790442
W,1790443
N,1790444
N,1790445
W,1790446
N,1790447
W,1790463
W,1790464
W,1790465
W,1790466
W,1790467
W,1790469
W,1790470
>,1790472
W,1790472
W,1790473
W,1790474
<,1790476
W,1790476
<,1790477
W,1790477
W,1790478
W,1790479
N,1790480
N,1790481
N,1790482
N,1790483
W,1790485
W,1790486
<,1790488
W,1790488
<,1790489
W,1790489
W,1790490
W,1790491
N,1790492
N,1790493
N,1790494
W,1790496
W,1790497
W,1790499
W,1790500
W,1790502
<,1790503
W,1790503
W,1790504
W,1790505
N,1790510
N,1790511
N,1790512
N,1790513
N,1790514
N,1790515
N,1790516
W,1790517
W,1790518
N,1790519
W,1790522
<,1790523
W,1790523
W,1790524
W,1790525
N,1790526
N,1790527
N,1790532
N,1790533
W,1790534
W,1790535
N,1790540
N,1790541
N,1790544
W,1790550
W,1790551
W,1790553
W,1790554
W,1790555
<,1790556
W,1790556
N,1790557
<,1790558
N,1790559
N,1790560
<,1790561
N,1790562
W,1790564
W,1790565
N,1790566
N,1790567
N,1790568
N,1790569
N,1790570
N,1790571
<,1790572
W,1790574
W,1790575
<,1790577
W,1790577
W,1790578
W,1790579
N,1790580
N,1790581
N,1790582
N,1790583
N,1790584
N,1790585
N,1790586
N,1790587
<,1790588
<,1790590
W,1790590
W,1790591
W,1790592
W,1790594
W,1790595
<,1790596
W,1790598
W,1790599
N,1790600
N,1790601
N,1790602
N,1790603
N,1790604
N,1790605
N,1790606
W,1790608
W,1790609
W,1790611
W,1790612
W,1790613
W,1790615
W,1790616
W,1790617
<,1790618
W,1790620
W,1790621
W,1790625
W,1790626
N,1790627
N,1790628
N,1790629
N,1790630
N,1790631
N,1790632
N,1790633
N,1790634
N,1790635
N,1790636
N,1790637
N,1790638
N,1790639
N,1790640
N,1790641
N,1790642
N,1790643
N,1790644
N,1790645
N,1790646
N,1790647
N,1790648
N,1790649
W,1790650
W,1790651
W,1790653
W,1790654
<,1790655
W,1790657
W,1790658
<,1790660
W,1790660
W,1790661
W,1790662
W,1790664
W,1790665
W,1790667
W,1790668
W,1790669
N,1790670
N,1790671
N,1790672
N,1790673
<,1790674
N,1790675
N,1790676
N,1790677
N,1790678
N,1790679
N,1790680
N,1790681
N,1790682
N,1790683
N,1790684
N,1790685
N,1790686
N,1790687
N,1790688
N,1790689
N,1790690
N,1790691
N,1790692
N,1790693
N,1790694
N,1790695
N,1790696
N,1790697
N,1790698
N,1790699
N,1790700
N,1790701
W,1790703
W,1790704
W,1790705
N,1790706
N,1790707
N,1790708
N,1790709
N,1790710
N,1790711
N,1790712
N,1790713
N,1790714
N,1790715
N,1790716
N,1790717
N,1790718
N,1790719
N,1790720
N,1790721
N,1790722
N,1790723
N,1790724
N,1790725
N,1790726
N,1790727
N,1790728
N,1790729
N,1790730
N,1790738
N,1790739
N,1790740
N,1790741
N,1790742
N,1790743
N,1790744
N,1790745
N,1790746
N,1790747
N,1790748
N,1790749
N,1790750
N,1790751
N,1790752
N,1790753
N,1790754
N,1790755
N,1790756
N,1790757
N,1790758
N,1790759
N,1790760
N,1790761
<,1790763
W,1790763
W,1790764
W,1790765
W,1790766
W,1790768
>,1790769
W,1790769
W,1790770
W,1790771
W,1790773
W,1790774
W,1790777
W,1790778
>,1790780
W,1790780
W,1790781
W,1790782
<,1790784
W,1790784
<,1790785
W,1790785
W,1790786
W,1790787
<,1790788
<,1790790
W,1790790
<,1790791
W,1790791
W,1790792
W,1790793
W,1790797
W,1790798
<,1790801
W,1790801
<,1790802
W,1790802
W,1790803
W,1790804
N,1790805
N,1790806
N,1790807
N,1790808
N,1790809
N,1790810
N,1790811
N,1790812
N,1790813
N,1790814
N,1790815
N,1790816
N,1790817
N,1790818
N,1790819
N,1790820
N,1790821
N,1790822
N,1790823
N,1790824
N,1790825
N,1790826
N,1790827
N,1790828
N,1790829
N,1790830
N,1790831
N,1790832
W,1790834
W,1790835
N,1790841
N,1790842
N,1790843
N,1790844
N,1790845
N,1790846
N,1790847
N,1790848
N,1790849
N,1790850
<,1790852
W,1790852
<,1790853
W,1790853
W,1790854
W,1790855
<,1790856
N,1790857
N,1790858
N,1790859
N,1790860
N,1790861
N,1790862
N,1790863
N,1790864
<,1790865
N,1790867
N,1790868
N,1790869
N,1790870
N,1790871
N,1790872
N,1790873
N,1790874
N,1790875
N,1790876
N,1790877
N,1790878
N,1790879
N,1790880
N,1790881
N,1790882
N,1790883
N,1790884
N,1790885
N,1790886
N,1790887
N,1790888
W,1790890
W,1790891
W,1790892
N,1790893
N,1790894
N,1790895
N,1790896
N,1790897
N,1790898
N,1790899
N,1790900
N,1790909
N,1790910
N,1790911
N,1790912
N,1790913
N,1790914
N,1790915
N,1790916
W,1790918
W,1790919
W,1790920
W,1790921
N,1790922
N,1790923
N,1790924
N,1790925
N,1790926
N,1790927
N,1790928
N,1790929
W,1790931
W,1790932
W,1790934
W,1790935
W,1790942
W,1790943
W,1790945
W,1790946
W,1790948
W,1790949
W,1790950
W,1790952
W,1790953
N,1790954
N,1790955
N,1790956
N,1790957
N,1790958
N,1790959
N,1790960
N,1790961
W,1790962
W,1790964
W,1790965
<,1790967
W,1790967
<,1790968
W,1790968
W,1790969
W,1790970
W,1790972
W,1790975
W,1790976
W,1790977
W,1790979
W,1790980
W,1790981
W,1790982
N,1790983
N,1790984
W,1790986
W,1790987
W,1790989
W,1790990
<,1790992
W,1790992
<,1790993
W,1790993
W,1790994
W,1790995
W,1790997
W,1790998
W,1791000
W,1791001
N,1791002
N,1791003
N,1791004
N,1791005
N,1791006
N,1791007
N,1791008
N,1791009
N,1791010
N,1791011
N,1791012
N,1791013
N,1791014
N,1791015
N,1791016
N,1791017
N,1791018
N,1791019
N,1791020
N,1791021
N,1791022
N,1791023
N,1791024
W,1791026
N,1791027
N,1791028
N,1791029
N,1791030
N,1791031
N,1791032
N,1791033
N,1791034
W,1791035
N,1791036
N,1791037
N,1791038
N,1791039
N,1791040
N,1791041
N,1791042
N,1791043
N,1791049
N,1791050
N,1791051
N,1791052
N,1791053
N,1791054
N,1791055
N,1791056
N,1791057
N,1791058
W,1791060
W,1791061
N,1791062
N,1791063
N,1791064
N,1791065
N,1791066
N,1791067
N,1791068
N,1791069
N,1791070
N,1791071
N,1791072
N,1791073
N,1791074
N,1791075
N,1791076
<,1791078
W,1791078
W,1791079
W,1791080
W,1791081
W,1791082
W,1791084
N,1791085
N,1791086
N,1791087
N,1791088
N,1791089
N,1791090
N,1791091
W,1791092
N,1791096
N,1791097
N,1791098
N,1791099
N,1791100
N,1791101
N,1791102
N,1791103
N,1791104
N,1791105
N,1791106
N,1791107
N,1791108
N,1791109
W,1791110
N,1791111
W,1791112
N,1791113
N,1791114
N,1791115
N,1791116
N,1791117
N,1791118
N,1791119
N,1791120
<,1791122
W,1791122
<,1791123
W,1791123
W,1791124
W,1791125
W,1791127
W,1791128
W,1791130
W,1791131
W,1791133
W,1791134
W,1791135
N,1791136
N,1791137
N,1791138
N,1791139
N,1791140
N,1791141
N,1791142
N,1791143
W,1791145
W,1791146
W,1791152
W,1791154
W,1791155
N,1791156
N,1791157
N,1791158
N,1791159
N,1791160
N,1791161
N,1791162
N,1791163
W,1791183
W,1791184
W,1791202
N,1791203
N,1791204
N,1791205
N,1791206
N,1791207
N,1791208
N,1791209
N,1791210
N,1791211
N,1791212
N,1791213
N,1791214
N,1791215
N,1791216
N,1791217
N,1791218
N,1791219
N,1791220
N,1791221
N,1791222
N,1791223
N,1791224
N,1791225
<,1791227
W,1791227
<,1791228
W,1791228
W,1791229
W,1791230
W,1791232
W,1791233
N,1791234
N,1791235
N,1791236
N,1791237
N,1791238
N,1791239
N,1791240
N,1791241
N,1791242
N,1791243
N,1791244
N,1791245
N,1791246
N,1791247
N,1791248
N,1791249
W,1791251
W,1791252
N,1791253
N,1791254
N,1791255
N,1791256
N,1791257
N,1791258
N,1791259
N,1791260
W,1791262
W,1791263
N,1791264
N,1791265
N,1791266
N,1791267
N,1791268
N,1791269
N,1791270
N,1791271
N,1791272
N,1791273
N,1791274
N,1791275
N,1791276
N,1791277
N,1791278
N,1791279
W,1791281
N,1791282
N,1791283
N,1791284
N,1791285
N,1791286
N,1791287
N,1791288
N,1791289
N,1791290
N,1791291
N,1791292
N,1791293
N,1791294
N,1791295
N,1791296
N,1791297
N,1791298
N,1791299
N,1791300
N,1791301
N,1791302
N,1791303
N,1791304
N,1791305
N,1791306
N,1791307
N,1791308
N,1791309
N,1791310
N,1791311
N,1791312
N,1791313
N,1791314
N,1791315
N,1791316
N,1791317
N,1791318
N,1791319
N,1791320
N,1791321
N,1791322
N,1791323
N,1791324
N,1791325
N,1791326
N,1791327
N,1791328
W,1791330
W,1791331
W,1791333
W,1791334
N,1791335
N,1791336
N,1791337
N,1791338
N,1791339
N,1791340
N,1791341
N,1791342
N,1791343
N,1791344
N,1791345
N,1791346
N,1791347
N,1791348
N,1791349
N,1791350
N,1791351
N,1791352
N,1791353
N,1791354
N,1791355
N,1791356
N,1791357
N,1791358
N,1791359
N,1791360
N,1791361
N,1791362
N,1791363
N,1791364
N,1791365
N,1791366
N,1791367
N,1791368
N,1791369
N,1791370
N,1791371
N,1791372
N,1791373
N,1791374
N,1791375
N,1791376
N,1791377
N,1791378
N,1791379
N,1791380
N,1791381
N,1791382
N,1791383
N,1791384
N,1791385
N,1791386
N,1791387
N,1791388
N,1791389
N,1791390
N,1791391
N,1791392
W,1791393
W,1791395
W,1791396
N,1791397
N,1791398
N,1791399
N,1791400
N,1791401
N,1791402
N,1791403
N,1791404
N,1791405
N,1791406
N,1791407
N,1791408
N,1791409
N,1791410
N,1791411
N,1791412
W,1791413
W,1791415
W,1791416
N,1791417
N,1791418
N,1791419
N,1791420
N,1791421
N,1791422
N,1791423
N,1791424
N,1791425
W,1791427
W,1791428
N,1791429
N,1791430
N,1791431
N,1791432
N,1791433
N,1791434
N,1791435
N,1791436
N,1791437
N,1791438
N,1791439
N,1791440
N,1791441
N,1791442
N,1791443
N,1791444
W,1791445
W,1791447
W,1791448
N,1791449
N,1791450
N,1791451
N,1791452
N,1791453
N,1791454
N,1791455
N,1791456
N,1791457
N,1791458
N,1791459
N,1791460
N,1791461
N,1791462
N,1791463
N,1791464
N,1791465
N,1791466
N,1791467
N,1791468
N,1791469
N,1791470
N,1791471
N,1791472
N,1791473
N,1791474
N,1791475
N,1791476
N,1791477
N,1791478
N,1791479
N,1791480
N,1791481
N,1791482
N,1791483
N,1791484
N,1791485
N,1791486
N,1791487
N,1791488
N,1791489
N,1791490
N,1791491
N,1791492
N,1791493
N,1791494
N,1791495
N,1791496
N,1791497
N,1791498
N,1791499
N,1791500
N,1791501
N,1791502
N,1791503
N,1791504
N,1791505
N,1791506
N,1791507
N,1791508
N,1791509
N,1791510
N,1791511
N,1791512
N,1791513
N,1791514
N,1791515
N,1791516
N,1791517
N,1791518
N,1791519
N,1791520
N,1791521
N,1791522
N,1791523
N,1791524
N,1791525
N,1791526
N,1791527
N,1791528
N,1791529
N,1791530
N,1791531
N,1791532
N,1791533
N,1791534
N,1791535
N,1791536
N,1791537
N,1791538
N,1791539
W,1791541
W,1791542
N,1791543
N,1791544
N,1791545
N,1791546
N,1791547
N,1791548
N,1791549
N,1791550
N,1791551
N,1791552
N,1791553
N,1791554
N,1791555
N,1791556
N,1791557
N,1791558
N,1791559
N,1791560
N,1791561
N,1791562
N,1791563
N,1791564
N,1791565
N,1791567
N,1791568
N,1791569
N,1791570
N,1791571
N,1791572
N,1791573
N,1791574
N,1791575
N,1791576
N,1791577
N,1791578
N,1791579
N,1791580
N,1791581
N,1791582
N,1791583
N,1791584
N,1791585
N,1791586
N,1791587
N,1791588
N,1791589
N,1791590
N,1791591
N,1791592
N,1791593
N,1791594
N,1791595
N,1791596
N,1791597
N,1791598
N,1791599
N,1791600
N,1791601
N,1791602
N,1791603
N,1791604
N,1791605
N,1791606
N,1791607
N,1791608
N,1791609
N,1791611
N,1791612
N,1791613
W,1791615
W,1791616
W,1791618
W,1791619
W,1791621
W,1791623
W,1791624
W,1791626
W,1791628
W,1791629
W,1791630
W,1791632
W,1791633
W,1791635
W,1791636
N,1791637
W,1791639
W,1791640
W,1791641
W,1791642
W,1791644
W,1791645
N,1791660
N,1791661
N,1791662
N,1791663
N,1791664
N,1791665
N,1791666
N,1791667
N,1791668
N,1791669
N,1791670
N,1791671
N,1791672
N,1791673
N,1791674
N,1791675
N,1791676
N,1791677
N,1791678
N,1791679
N,1791680
N,1791681
N,1791682
N,1791683
N,1791684
N,1791685
N,1791686
N,1791687
N,1791688
N,1791689
N,1791690
N,1791691
N,1791692
N,1791693
N,1791694
N,1791695
N,1791696
N,1791697
N,1791698
N,1791699
N,1791700
N,1791701
N,1791702
