Id,InstrumentFlag.Instrument.Name,InstrumentFlag.Code,Result
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%
%% Application: CENTRALINK
%% Version: 16.0.3
%% Table: ResultFlag
%% Exported on: 08/09/19 at 19:53:56
%% Exported by: batch
%%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
49156,DMS_AdviaCentaur_3,W,1755870
49157,DMS_CS5100_1,N,1755871
49158,DMS_CS5100_1,N,1755872
49159,DMS_CS5100_1,N,1755873
49160,DMS_CS5100_1,N,1755874
49161,DMS_CS5100_1,N,1755875
49162,DMS_CS5100_1,N,1755876
49163,DMS_CS5100_1,N,1755877
49164,DMS_CS5100_1,N,1755878
49165,DMS_CS5100_2,N,1755881
49166,DMS_CS5100_2,N,1755882
49167,DMS_CS5100_2,N,1755883
49168,DMS_CS5100_2,N,1755884
49169,DMS_CS5100_2,N,1755885
49170,DMS_CS5100_2,N,1755886
49171,DMS_CS5100_2,N,1755887
49172,DMS_CS5100_2,N,1755888
49173,DMS_AdviaCentaur_2,W,1755889
49174,DMS_AdviaCentaur_2,W,1755890
49175,DMS_Immulite2000_1,N,1755894
49176,DMS_Immulite2000_1,N,1755895
49177,DMS_Immulite2000_1,N,1755896
49178,DMS_AdviaCentaur_3,W,1755897
49179,DMS_AdviaCentaur_2,W,1755898
49180,DMS_AdviaCentaur_2,W,1755899
49181,DMS_AdviaCentaur_2,>,1755901
49182,DMS_AdviaCentaur_2,W,1755901
49183,DMS_AdviaCentaur_2,W,1755902
49184,DMS_Immulite2000_1,N,1755904
49185,DMS_CS5100_2,N,1755905
49186,DMS_CS5100_2,N,1755906
49187,DMS_CS5100_2,N,1755907
49188,DMS_CS5100_2,N,1755908
49189,DMS_CS5100_2,N,1755909
49190,DMS_CS5100_2,N,1755910
49191,DMS_CS5100_2,N,1755911
49192,DMS_CS5100_2,N,1755912
49193,DMS_CS5100_2,N,1755913
49194,DMS_CS5100_2,N,1755914
49195,DMS_CS5100_2,N,1755915
49196,DMS_CS5100_2,N,1755916
49197,DMS_CS5100_2,N,1755917
49198,DMS_CS5100_2,N,1755918
49199,DMS_CS5100_2,N,1755919
49200,DMS_CS5100_2,N,1755920
49201,DMS_AdviaCentaur_2,W,1755921
49202,DMS_AdviaCentaur_2,W,1755922
49203,DMS_Immulite2000_1,<,1755923
49204,DMS_AdviaCentaur_3,W,1755927
49205,DMS_CS5100_2,N,1755928
49206,DMS_CS5100_2,N,1755929
49207,DMS_CS5100_2,N,1755930
49208,DMS_CS5100_2,N,1755931
49209,DMS_CS5100_2,N,1755932
49210,DMS_CS5100_2,N,1755933
49211,DMS_CS5100_2,N,1755934
49212,DMS_CS5100_2,N,1755935
49213,DMS_AdviaCentaur_2,W,1755936
49214,DMS_AdviaCentaur_2,W,1755937
49215,DMS_CS5100_2,N,1755976
49216,DMS_CS5100_2,N,1755977
49217,DMS_CS5100_2,N,1755978
49218,DMS_CS5100_2,N,1755979
49219,DMS_CS5100_2,N,1755980
49220,DMS_CS5100_2,N,1755981
49221,DMS_CS5100_2,N,1755982
49222,DMS_CS5100_2,N,1755983
49223,DMS_CS5100_2,N,1756030
49224,DMS_CS5100_2,N,1756031
49225,DMS_CS5100_2,N,1756032
49226,DMS_CS5100_2,N,1756033
49227,DMS_CS5100_2,N,1756034
49228,DMS_CS5100_2,N,1756035
49229,DMS_CS5100_2,N,1756036
49230,DMS_CS5100_2,N,1756037
49231,DMS_CS5100_2,N,1756038
49232,DMS_CS5100_2,N,1756039
49233,DMS_CS5100_2,N,1756040
49234,DMS_CS5100_2,N,1756041
49235,DMS_CS5100_2,N,1756042
49236,DMS_CS5100_2,N,1756043
49237,DMS_CS5100_2,N,1756044
49238,DMS_CS5100_2,N,1756045
49239,DMS_CS5100_2,N,1756046
49240,DMS_CS5100_2,N,1756047
49241,DMS_CS5100_2,N,1756048
49242,DMS_CS5100_2,N,1756049
49243,DMS_CS5100_2,N,1756050
49244,DMS_CS5100_2,N,1756051
49245,DMS_CS5100_2,N,1756052
49246,DMS_ChemistryXPT_1,Repeat,1756081
49247,DMS_CS5100_2,N,1756095
49248,DMS_CS5100_2,N,1756096
49249,DMS_CS5100_2,N,1756097
49250,DMS_CS5100_2,N,1756098
49251,DMS_CS5100_2,N,1756099
49252,DMS_CS5100_2,N,1756100
49253,DMS_CS5100_2,N,1756101
49254,DMS_CS5100_2,N,1756102
49255,DMS_Immulite2000_1,<,1756103
49256,DMS_Immulite2000_1,<,1756104
49257,DMS_Immulite2000_1,<,1756105
49258,DMS_Immulite2000_1,<,1756106
49259,DMS_Immulite2000_1,N,1756107
49260,DMS_Immulite2000_1,N,1756108
49261,DMS_Immulite2000_1,<,1756109
49262,DMS_AdviaCentaur_2,W,1756110
49263,DMS_CS5100_2,N,1756143
49264,DMS_CS5100_2,N,1756144
49265,DMS_CS5100_2,N,1756145
49266,DMS_CS5100_2,N,1756146
49267,DMS_CS5100_2,N,1756147
49268,DMS_CS5100_2,N,1756148
49269,DMS_CS5100_2,N,1756149
49270,DMS_ChemistryXPT_1,Repeat,1756150
49271,DMS_ChemistryXPT_1,Repeat,1756151
49272,DMS_ChemistryXPT_1,Repeat,1756153
49273,DMS_ChemistryXPT_1,Repeat,1756154
49274,DMS_ChemistryXPT_1,Repeat,1756155
49275,DMS_ChemistryXPT_1,Repeat,1756157
49276,DMS_ChemistryXPT_1,Repeat,1756158
49277,DMS_ChemistryXPT_1,Repeat,1756161
49278,DMS_ChemistryXPT_1,Repeat,1756165
49279,DMS_ChemistryXPT_1,Repeat,1756166
49280,DMS_ChemistryXPT_1,Repeat,1756174
49281,DMS_ChemistryXPT_1,Repeat,1756175
49282,DMS_ChemistryXPT_1,Repeat,1756176
49283,DMS_ChemistryXPT_1,Repeat,1756177
49284,DMS_ChemistryXPT_1,Repeat,1756179
49285,DMS_CS5100_2,N,1756180
49286,DMS_CS5100_2,N,1756181
49287,DMS_CS5100_2,N,1756182
49288,DMS_CS5100_2,N,1756183
49289,DMS_CS5100_2,N,1756184
49290,DMS_CS5100_2,N,1756185
49291,DMS_CS5100_2,N,1756186
49292,DMS_CS5100_2,N,1756187
49293,DMS_CS5100_1,N,1756236
49294,DMS_CS5100_1,N,1756237
49295,DMS_CS5100_1,N,1756238
49296,DMS_CS5100_1,N,1756239
49297,DMS_CS5100_1,N,1756240
49298,DMS_CS5100_1,N,1756241
49299,DMS_CS5100_1,N,1756242
49300,DMS_CS5100_1,N,1756243
49301,DMS_CS5100_1,N,1756244
49302,DMS_CS5100_1,N,1756245
49303,DMS_CS5100_1,N,1756246
49304,DMS_CS5100_1,N,1756247
49305,DMS_CS5100_1,N,1756248
49306,DMS_CS5100_1,N,1756249
49307,DMS_CS5100_1,N,1756250
49308,DMS_CS5100_1,N,1756251
49309,DMS_ChemistryXPT_1,Repeat,1756254
49310,DMS_ChemistryXPT_1,Repeat,1756256
49311,DMS_ChemistryXPT_1,Repeat,1756258
49312,DMS_ChemistryXPT_1,Repeat,1756260
49313,DMS_ChemistryXPT_1,Repeat,1756261
49314,DMS_ChemistryXPT_1,Repeat,1756267
49315,DMS_ChemistryXPT_1,Repeat,1756269
49316,DMS_ChemistryXPT_1,Repeat,1756271
49317,DMS_ChemistryXPT_1,Repeat,1756274
49318,DMS_ChemistryXPT_1,Repeat,1756278
49319,DMS_ChemistryXPT_1,Repeat,1756280
49320,DMS_ChemistryXPT_1,Repeat,1756281
49321,DMS_ChemistryXPT_1,Repeat,1756282
49322,DMS_ChemistryXPT_1,Repeat,1756283
49323,DMS_ChemistryXPT_1,Repeat,1756284
49324,DMS_ChemistryXPT_1,Repeat,1756285
49325,DMS_ChemistryXPT_1,Repeat,1756286
49326,DMS_ChemistryXPT_1,Repeat,1756289
49327,DMS_ChemistryXPT_1,Repeat,1756290
49328,DMS_ChemistryXPT_1,Repeat,1756291
49329,DMS_ChemistryXPT_1,Repeat,1756293
49330,DMS_ChemistryXPT_1,Repeat,1756295
49331,DMS_ChemistryXPT_1,Repeat,1756296
49332,DMS_ChemistryXPT_1,Repeat,1756297
49333,DMS_ChemistryXPT_1,Repeat,1756300
49334,DMS_ChemistryXPT_1,Repeat,1756307
49335,DMS_ChemistryXPT_1,Repeat,1756308
49336,DMS_ChemistryXPT_1,Repeat,1756310
49337,DMS_ChemistryXPT_1,Repeat,1756311
49338,DMS_ChemistryXPT_1,Repeat,1756312
49339,DMS_CS5100_2,N,1756313
49340,DMS_CS5100_2,N,1756314
49341,DMS_CS5100_2,N,1756315
49342,DMS_CS5100_2,N,1756316
49343,DMS_CS5100_2,N,1756317
49344,DMS_CS5100_2,N,1756318
49345,DMS_CS5100_2,N,1756319
49346,DMS_CS5100_2,N,1756320
49347,DMS_ChemistryXPT_1,Repeat,1756321
49348,DMS_ChemistryXPT_1,Repeat,1756322
49349,DMS_ChemistryXPT_1,Repeat,1756325
49350,DMS_ChemistryXPT_1,Repeat,1756326
49351,DMS_ChemistryXPT_1,Repeat,1756327
49352,DMS_ChemistryXPT_1,Repeat,1756331
49353,DMS_ChemistryXPT_1,Repeat,1756332
49354,DMS_ChemistryXPT_1,Repeat,1756337
49355,DMS_ChemistryXPT_1,Repeat,1756338
49356,DMS_ChemistryXPT_1,Repeat,1756340
49357,DMS_ChemistryXPT_1,Repeat,1756342
49358,DMS_ChemistryXPT_1,Repeat,1756343
49359,DMS_ChemistryXPT_1,Repeat,1756346
49360,DMS_ChemistryXPT_1,Repeat,1756347
49361,DMS_ChemistryXPT_1,Repeat,1756350
49362,DMS_AdviaCentaur_3,W,1756355
49363,DMS_AdviaCentaur_3,W,1756356
49364,DMS_ChemistryXPT_1,Repeat,1756396
49365,DMS_ChemistryXPT_1,Repeat,1756405
49366,DMS_ChemistryXPT_1,Repeat,1756406
49367,DMS_ChemistryXPT_1,Repeat,1756409
49368,DMS_ChemistryXPT_1,Repeat,1756410
49369,DMS_ChemistryXPT_1,Repeat,1756412
49370,DMS_ChemistryXPT_1,Repeat,1756416
49371,DMS_ChemistryXPT_1,Repeat,1756419
49372,DMS_ChemistryXPT_1,Repeat,1756425
49373,DMS_ChemistryXPT_1,Repeat,1756426
49374,DMS_ChemistryXPT_1,Repeat,1756427
49375,DMS_ChemistryXPT_1,Repeat,1756429
49376,DMS_CS5100_1,N,1756456
49377,DMS_CS5100_1,N,1756457
49378,DMS_CS5100_1,N,1756458
49379,DMS_CS5100_1,N,1756459
49380,DMS_CS5100_1,N,1756460
49381,DMS_CS5100_1,N,1756461
49382,DMS_CS5100_1,N,1756462
49383,DMS_CS5100_1,N,1756463
49384,DMS_ChemistryXPT_1,Repeat,1756464
49385,DMS_ChemistryXPT_1,Repeat,1756465
49386,DMS_ChemistryXPT_1,Repeat,1756466
49387,DMS_ChemistryXPT_1,Repeat,1756467
49388,DMS_ChemistryXPT_1,Repeat,1756471
49389,DMS_ChemistryXPT_1,Repeat,1756472
49390,DMS_ChemistryXPT_1,Repeat,1756476
49391,DMS_ChemistryXPT_1,Repeat,1756477
49392,DMS_ChemistryXPT_1,Repeat,1756482
49393,DMS_ChemistryXPT_1,Repeat,1756483
49394,DMS_ChemistryXPT_1,Repeat,1756485
49395,DMS_ChemistryXPT_1,Repeat,1756487
49396,DMS_ChemistryXPT_1,Repeat,1756490
49397,DMS_ChemistryXPT_1,Repeat,1756491
49398,DMS_ChemistryXPT_1,Repeat,1756493
49399,DMS_ChemistryXPT_1,Repeat,1756497
49400,DMS_ChemistryXPT_1,Repeat,1756499
49401,DMS_ChemistryXPT_1,Repeat,1756500
49402,DMS_ChemistryXPT_1,Repeat,1756502
49403,DMS_ChemistryXPT_1,Repeat,1756503
49404,DMS_ChemistryXPT_1,Repeat,1756504
49405,DMS_ChemistryXPT_1,Repeat,1756505
49406,DMS_ChemistryXPT_1,Repeat,1756508
49407,DMS_ChemistryXPT_1,Repeat,1756509
49408,DMS_ChemistryXPT_1,Repeat,1756513
49409,DMS_ChemistryXPT_1,Repeat,1756515
49410,DMS_ChemistryXPT_1,Repeat,1756520
49411,DMS_ChemistryXPT_1,Repeat,1756521
49412,DMS_ChemistryXPT_1,Repeat,1756522
49413,DMS_ChemistryXPT_1,Repeat,1756526
49414,DMS_ChemistryXPT_1,Repeat,1756527
49415,DMS_ChemistryXPT_1,Repeat,1756529
49416,DMS_ChemistryXPT_1,Repeat,1756530
49417,DMS_ChemistryXPT_1,Repeat,1756531
49418,DMS_ChemistryXPT_1,Repeat,1756533
49419,DMS_ChemistryXPT_1,Repeat,1756564
49420,DMS_ChemistryXPT_1,Repeat,1756569
49421,DMS_ChemistryXPT_1,Repeat,1756570
49422,DMS_ChemistryXPT_1,Repeat,1756573
49423,DMS_ChemistryXPT_1,Repeat,1756574
49424,DMS_ChemistryXPT_1,Repeat,1756575
49425,DMS_ChemistryXPT_1,Repeat,1756577
49426,DMS_ChemistryXPT_1,Repeat,1756578
49427,DMS_ChemistryXPT_1,Repeat,1756582
49428,DMS_ChemistryXPT_1,Repeat,1756583
49429,DMS_ChemistryXPT_1,Repeat,1756584
49430,DMS_ChemistryXPT_1,Repeat,1756585
49431,DMS_ChemistryXPT_1,Repeat,1756587
49432,DMS_ChemistryXPT_1,Repeat,1756588
49433,DMS_ChemistryXPT_1,Repeat,1756589
49434,DMS_ChemistryXPT_2,Repeat,1756593
49435,DMS_AdviaCentaur_3,W,1756689
49436,DMS_AdviaCentaur_3,W,1756690
49437,DMS_Immulite2000_1,N,1756778
49438,DMS_Immulite2000_1,N,1756779
49439,DMS_Immulite2000_1,N,1756780
49440,DMS_Immulite2000_1,<,1756781
49441,DMS_Immulite2000_1,N,1756782
49442,DMS_Immulite2000_1,<,1756783
49443,DMS_ChemistryXPT_1,Repeat,1756792
49444,DMS_ChemistryXPT_2,Repeat,1756794
49445,DMS_ChemistryXPT_1,Repeat,1756795
49446,DMS_ChemistryXPT_1,Repeat,1756796
49447,DMS_ChemistryXPT_1,Repeat,1756798
49448,DMS_ChemistryXPT_1,Repeat,1756799
49449,DMS_ChemistryXPT_1,Repeat,1756808
49450,DMS_ChemistryXPT_1,Autorepeat,1756850
49451,DMS_ChemistryXPT_2,Repeat,1756936
49452,DMS_ChemistryXPT_2,Repeat,1756940
49453,DMS_ChemistryXPT_1,Repeat,1756941
49454,DMS_ChemistryXPT_1,Repeat,1756942
49455,DMS_ChemistryXPT_1,Repeat,1756944
49456,DMS_ChemistryXPT_1,Repeat,1756945
49457,DMS_ChemistryXPT_1,Repeat,1756946
49458,DMS_ChemistryXPT_2,Repeat,1756947
49459,DMS_ChemistryXPT_1,Repeat,1756948
49460,DMS_ChemistryXPT_1,Repeat,1756949
49461,DMS_ChemistryXPT_1,Repeat,1756950
49462,DMS_ChemistryXPT_2,Repeat,1756951
49463,DMS_ChemistryXPT_1,Repeat,1756952
49464,DMS_ChemistryXPT_1,Repeat,1756953
49465,DMS_ChemistryXPT_1,Repeat,1756955
49466,DMS_ChemistryXPT_1,Repeat,1756956
49467,DMS_ChemistryXPT_2,Repeat,1756958
49468,DMS_ChemistryXPT_2,Repeat,1756959
49469,DMS_ChemistryXPT_1,Repeat,1756960
49470,DMS_CS5100_2,N,1756962
49471,DMS_CS5100_2,N,1756963
49472,DMS_CS5100_2,N,1756964
49473,DMS_CS5100_2,N,1756965
49474,DMS_CS5100_2,N,1756966
49475,DMS_CS5100_2,N,1756967
49476,DMS_CS5100_2,N,1756968
49477,DMS_CS5100_2,N,1756969
49478,DMS_ChemistryXPT_2,Repeat,1756970
49479,DMS_ChemistryXPT_2,Repeat,1756973
49480,DMS_ChemistryXPT_2,Repeat,1756980
49481,DMS_ChemistryXPT_2,Repeat,1756981
49482,DMS_ChemistryXPT_1,Repeat,1756983
49483,DMS_ChemistryXPT_1,Repeat,1756984
49484,DMS_ChemistryXPT_1,Repeat,1756987
49485,DMS_ChemistryXPT_1,Repeat,1756988
49486,DMS_ChemistryXPT_1,Repeat,1756989
49487,DMS_ChemistryXPT_1,Repeat,1756993
49488,DMS_ChemistryXPT_1,Repeat,1756994
49489,DMS_ChemistryXPT_1,Repeat,1756999
49490,DMS_ChemistryXPT_1,Repeat,1757000
49491,DMS_ChemistryXPT_1,Repeat,1757002
49492,DMS_ChemistryXPT_1,Repeat,1757004
49493,DMS_ChemistryXPT_1,Repeat,1757005
49494,DMS_ChemistryXPT_1,Repeat,1757008
49495,DMS_ChemistryXPT_1,Repeat,1757009
49496,DMS_ChemistryXPT_1,Repeat,1757012
49497,DMS_Immulite2000_1,N,1757052
49498,DMS_Immulite2000_1,N,1757054
49499,DMS_AdviaCentaur_3,W,1757058
49500,DMS_AdviaCentaur_3,W,1757059
49501,DMS_ChemistryXPT_1,Repeat,1757060
49502,DMS_ChemistryXPT_1,Repeat,1757061
49503,DMS_ChemistryXPT_1,Repeat,1757063
49504,DMS_ChemistryXPT_1,Repeat,1757064
49505,DMS_ChemistryXPT_1,Repeat,1757065
49506,DMS_ChemistryXPT_1,Repeat,1757066
49507,DMS_ChemistryXPT_1,Repeat,1757069
49508,DMS_ChemistryXPT_1,Repeat,1757070
49509,DMS_ChemistryXPT_1,Repeat,1757073
49510,DMS_ChemistryXPT_1,Repeat,1757077
49511,DMS_ChemistryXPT_1,Repeat,1757078
49512,DMS_ChemistryXPT_1,Repeat,1757082
49513,DMS_ChemistryXPT_1,Repeat,1757083
49514,DMS_ChemistryXPT_1,Repeat,1757086
49515,DMS_ChemistryXPT_1,Repeat,1757089
49516,DMS_AdviaCentaur_3,W,1757094
49517,DMS_AdviaCentaur_3,W,1757095
49518,DMS_ChemistryXPT_2,Repeat,1757098
49519,DMS_ChemistryXPT_2,Repeat,1757103
49520,DMS_ChemistryXPT_2,Repeat,1757106
49521,DMS_ChemistryXPT_2,Repeat,1757107
49522,DMS_ChemistryXPT_2,Repeat,1757110
49523,DMS_ChemistryXPT_2,Repeat,1757114
49524,DMS_ChemistryXPT_2,Repeat,1757119
49525,DMS_Immulite2000_1,N,1757148
49526,DMS_Immulite2000_1,N,1757149
49527,DMS_AdviaCentaur_3,W,1757218
49528,DMS_AdviaCentaur_3,W,1757220
49529,DMS_CS5100_2,N,1757221
49530,DMS_CS5100_2,N,1757222
49531,DMS_CS5100_2,N,1757223
49532,DMS_CS5100_2,N,1757224
49533,DMS_CS5100_2,N,1757225
49534,DMS_CS5100_2,N,1757226
49535,DMS_CS5100_2,N,1757227
49536,DMS_CS5100_2,N,1757228
49537,DMS_ChemistryXPT_1,Repeat,1757229
49538,DMS_ChemistryXPT_1,Repeat,1757231
49539,DMS_ChemistryXPT_1,Repeat,1757235
49540,DMS_ChemistryXPT_1,Repeat,1757239
49541,DMS_ChemistryXPT_1,Repeat,1757241
49542,DMS_ChemistryXPT_1,Repeat,1757242
49543,DMS_ChemistryXPT_1,Repeat,1757243
49544,DMS_ChemistryXPT_1,Repeat,1757244
49545,DMS_ChemistryXPT_1,Repeat,1757245
49546,DMS_ChemistryXPT_1,Repeat,1757246
49547,DMS_ChemistryXPT_1,Repeat,1757247
49548,DMS_ChemistryXPT_1,Repeat,1757250
49549,DMS_ChemistryXPT_1,Repeat,1757251
49550,DMS_ChemistryXPT_1,Repeat,1757253
49551,DMS_CS5100_1,N,1757254
49552,DMS_CS5100_1,N,1757255
49553,DMS_CS5100_1,N,1757256
49554,DMS_CS5100_1,N,1757257
49555,DMS_CS5100_1,N,1757258
49556,DMS_CS5100_1,N,1757259
49557,DMS_CS5100_1,N,1757260
49558,DMS_CS5100_1,N,1757261
49559,DMS_AdviaCentaur_3,W,1757265
49560,DMS_CS5100_2,N,1757266
49561,DMS_CS5100_2,N,1757267
49562,DMS_CS5100_2,N,1757268
49563,DMS_CS5100_2,N,1757269
49564,DMS_CS5100_2,N,1757270
49565,DMS_CS5100_2,N,1757271
49566,DMS_CS5100_2,N,1757272
49567,DMS_CS5100_2,N,1757273
49568,DMS_ChemistryXPT_1,Autorepeat,1757288
49569,DMS_ChemistryXPT_2,Repeat,1757357
49570,DMS_ChemistryXPT_2,Repeat,1757359
49571,DMS_ChemistryXPT_2,Repeat,1757360
49572,DMS_AdviaCentaur_3,W,1757369
49573,DMS_AdviaCentaur_3,W,1757373
49574,DMS_AdviaCentaur_3,W,1757374
49575,DMS_CS5100_2,N,1757375
49576,DMS_CS5100_2,N,1757376
49577,DMS_CS5100_2,N,1757377
49578,DMS_CS5100_2,N,1757378
49579,DMS_CS5100_2,N,1757379
49580,DMS_CS5100_2,N,1757380
49581,DMS_CS5100_2,N,1757381
49582,DMS_CS5100_2,N,1757382
49583,DMS_ChemistryXPT_1,Repeat,1757405
49584,DMS_ChemistryXPT_1,Repeat,1757408
49585,DMS_ChemistryXPT_1,Repeat,1757409
49586,DMS_ChemistryXPT_1,Repeat,1757411
49587,DMS_ChemistryXPT_1,Repeat,1757412
49588,DMS_AdviaCentaur_3,W,1757417
49589,DMS_ChemistryXPT_1,Repeat,1757422
49590,DMS_ChemistryXPT_1,Repeat,1757427
49591,DMS_ChemistryXPT_1,Repeat,1757434
49592,DMS_ChemistryXPT_1,Repeat,1757435
49593,DMS_ChemistryXPT_1,Repeat,1757437
49594,DMS_ChemistryXPT_1,Repeat,1757438
49595,DMS_ChemistryXPT_1,Repeat,1757439
49596,DMS_ChemistryXPT_2,Repeat,1757441
49597,DMS_ChemistryXPT_2,Repeat,1757444
49598,DMS_ChemistryXPT_2,Repeat,1757445
49599,DMS_ChemistryXPT_1,Repeat,1757454
49600,DMS_ChemistryXPT_1,Repeat,1757463
49601,DMS_ChemistryXPT_1,Repeat,1757464
49602,DMS_ChemistryXPT_1,Repeat,1757467
49603,DMS_ChemistryXPT_1,Repeat,1757468
49604,DMS_ChemistryXPT_1,Repeat,1757470
49605,DMS_ChemistryXPT_1,Repeat,1757471
49606,DMS_ChemistryXPT_2,Repeat,1757472
49607,DMS_ChemistryXPT_1,Repeat,1757473
49608,DMS_ChemistryXPT_1,Repeat,1757474
49609,DMS_ChemistryXPT_1,Repeat,1757475
49610,DMS_AdviaCentaur_3,W,1757477
49611,DMS_AdviaCentaur_3,W,1757478
49612,DMS_AdviaCentaur_2,>,1757480
49613,DMS_AdviaCentaur_3,W,1757481
49614,DMS_AdviaCentaur_3,W,1757485
49615,DMS_AdviaCentaur_3,W,1757486
49616,DMS_AdviaCentaur_3,W,1757487
49617,DMS_ChemistryXPT_1,>,1757488
49618,DMS_ChemistryXPT_1,Repeat,1757488
49619,DMS_ChemistryXPT_1,> Conc Range,1757488
49620,DMS_ChemistryXPT_2,Repeat,1757489
49621,DMS_ChemistryXPT_2,Repeat,1757491
49622,DMS_ChemistryXPT_1,Repeat,1757492
49623,DMS_ChemistryXPT_1,Repeat,1757496
49624,DMS_ChemistryXPT_2,Repeat,1757497
49625,DMS_ChemistryXPT_1,Repeat,1757498
49626,DMS_ChemistryXPT_1,Repeat,1757499
49627,DMS_ChemistryXPT_1,Repeat,1757500
49628,DMS_ChemistryXPT_1,Repeat,1757501
49629,DMS_ChemistryXPT_2,Repeat,1757503
49630,DMS_ChemistryXPT_1,Repeat,1757504
49631,DMS_ChemistryXPT_1,Repeat,1757505
49632,DMS_ChemistryXPT_1,Repeat,1757506
49633,DMS_ChemistryXPT_1,Repeat,1757507
49634,DMS_ChemistryXPT_2,Repeat,1757508
49635,DMS_ChemistryXPT_1,Repeat,1757509
49636,DMS_ChemistryXPT_2,Repeat,1757511
49637,DMS_ChemistryXPT_2,Repeat,1757512
49638,DMS_ChemistryXPT_1,Repeat,1757513
49639,DMS_ChemistryXPT_1,Repeat,1757517
49640,DMS_ChemistryXPT_1,Repeat,1757519
49641,DMS_ChemistryXPT_1,Repeat,1757520
49642,DMS_ChemistryXPT_1,Repeat,1757521
49643,DMS_ChemistryXPT_1,Repeat,1757522
49644,DMS_ChemistryXPT_1,Repeat,1757523
49645,DMS_ChemistryXPT_1,Repeat,1757524
49646,DMS_ChemistryXPT_1,Repeat,1757525
49647,DMS_ChemistryXPT_2,Repeat,1757527
49648,DMS_ChemistryXPT_1,Repeat,1757528
49649,DMS_ChemistryXPT_1,Repeat,1757529
49650,DMS_ChemistryXPT_1,Repeat,1757531
49651,DMS_ChemistryXPT_1,Repeat,1757536
49652,DMS_ChemistryXPT_1,Repeat,1757537
49653,DMS_AdviaCentaur_3,W,1757538
49654,DMS_AdviaCentaur_3,W,1757539
49655,DMS_AdviaCentaur_2,>,1757544
49656,DMS_AdviaCentaur_3,W,1757545
49657,DMS_AdviaCentaur_3,W,1757549
49658,DMS_AdviaCentaur_3,W,1757550
49659,DMS_AdviaCentaur_3,W,1757551
49660,DMS_ChemistryXPT_1,Repeat,1757552
49661,DMS_ChemistryXPT_1,Repeat,1757557
49662,DMS_ChemistryXPT_1,Repeat,1757560
49663,DMS_ChemistryXPT_1,Repeat,1757562
49664,DMS_ChemistryXPT_1,Repeat,1757592
49665,DMS_ChemistryXPT_1,Repeat,1757595
49666,DMS_ChemistryXPT_1,Repeat,1757607
49667,DMS_ChemistryXPT_1,Repeat,1757609
49668,DMS_ChemistryXPT_1,Repeat,1757610
49669,DMS_AdviaCentaur_3,W,1757614
49670,DMS_AdviaCentaur_3,W,1757615
49671,DMS_ChemistryXPT_1,Repeat,1757629
49672,DMS_ChemistryXPT_1,Repeat,1757638
49673,DMS_ChemistryXPT_1,Repeat,1757639
49674,DMS_ChemistryXPT_1,Repeat,1757642
49675,DMS_ChemistryXPT_1,Repeat,1757643
49676,DMS_ChemistryXPT_1,Repeat,1757645
49677,DMS_ChemistryXPT_1,Repeat,1757646
49678,DMS_ChemistryXPT_1,Repeat,1757652
49679,DMS_ChemistryXPT_1,Repeat,1757654
49680,DMS_ChemistryXPT_1,Repeat,1757660
49681,DMS_ChemistryXPT_1,Repeat,1757661
49682,DMS_ChemistryXPT_1,Repeat,1757662
49683,DMS_AdviaCentaur_3,W,1757667
49684,DMS_ChemistryXPT_1,Repeat,1757668
49685,DMS_ChemistryXPT_1,Repeat,1757669
49686,DMS_ChemistryXPT_2,Repeat,1757670
49687,DMS_ChemistryXPT_1,Repeat,1757672
49688,DMS_ChemistryXPT_1,Repeat,1757673
49689,DMS_ChemistryXPT_1,Repeat,1757674
49690,DMS_ChemistryXPT_2,Repeat,1757675
49691,DMS_ChemistryXPT_1,Repeat,1757676
49692,DMS_ChemistryXPT_1,Repeat,1757677
49693,DMS_ChemistryXPT_2,Repeat,1757678
49694,DMS_ChemistryXPT_2,Repeat,1757679
49695,DMS_ChemistryXPT_2,Repeat,1757680
49696,DMS_ChemistryXPT_1,Repeat,1757681
49697,DMS_ChemistryXPT_1,Repeat,1757682
49698,DMS_ChemistryXPT_2,Repeat,1757683
49699,DMS_ChemistryXPT_1,Repeat,1757684
49700,DMS_ChemistryXPT_1,Repeat,1757686
49701,DMS_ChemistryXPT_1,Repeat,1757687
49702,DMS_ChemistryXPT_2,Repeat,1757689
49703,DMS_ChemistryXPT_1,Repeat,1757690
49704,DMS_ChemistryXPT_1,Repeat,1757691
49705,DMS_ChemistryXPT_1,Repeat,1757693
49706,DMS_ChemistryXPT_1,Repeat,1757694
49707,DMS_ChemistryXPT_1,Repeat,1757696
49708,DMS_ChemistryXPT_1,Repeat,1757697
49709,DMS_ChemistryXPT_1,Repeat,1757698
49710,DMS_ChemistryXPT_1,Repeat,1757699
49711,DMS_ChemistryXPT_1,Repeat,1757702
49712,DMS_ChemistryXPT_1,Repeat,1757704
49713,DMS_ChemistryXPT_1,Repeat,1757709
49714,DMS_ChemistryXPT_1,Repeat,1757711
49715,DMS_ChemistryXPT_1,Repeat,1757717
49716,DMS_ChemistryXPT_1,Repeat,1757718
49717,DMS_ChemistryXPT_1,Repeat,1757721
