Id,InstrumentFlag.Instrument.Name,InstrumentFlag.Code,Result
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%
%% Application: CENTRALINK
%% Version: 16.0.3
%% Table: ResultFlag
%% Exported on: 08/09/19 at 19:53:56
%% Exported by: batch
%%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
44512,DMS_CS5100_1,N,1750068
44513,DMS_CS5100_1,N,1750069
44514,DMS_Immulite2000_1,<,1750070
44515,DMS_CS5100_1,N,1750071
44516,DMS_CS5100_1,N,1750073
44517,DMS_CS5100_1,N,1750074
44518,DMS_AdviaCentaur_2,<,1750075
44519,DMS_AdviaCentaur_2,W,1750075
44520,DMS_CS5100_1,N,1750076
44521,DMS_CS5100_1,N,1750077
44522,DMS_AdviaCentaur_2,W,1750078
44523,DMS_CS5100_1,N,1750079
44524,DMS_CS5100_1,N,1750080
44525,DMS_AdviaCentaur_2,W,1750081
44526,DMS_CS5100_1,N,1750082
44527,DMS_CS5100_1,N,1750084
44528,DMS_CS5100_1,N,1750085
44529,DMS_AdviaCentaur_2,W,1750086
44530,DMS_CS5100_1,N,1750087
44531,DMS_CS5100_1,N,1750088
44532,DMS_AdviaCentaur_2,W,1750089
44533,DMS_CS5100_1,N,1750090
44534,DMS_Immulite2000_1,<,1750091
44535,DMS_CS5100_1,N,1750092
44536,DMS_CS5100_1,N,1750094
44537,DMS_AdviaCentaur_3,W,1750095
44538,DMS_AdviaCentaur_3,W,1750099
44539,DMS_AdviaCentaur_3,W,1750100
44540,DMS_AdviaCentaur_3,W,1750101
44541,DMS_AdviaCentaur_3,W,1750103
44542,DMS_CS5100_1,N,1750104
44543,DMS_CS5100_1,N,1750105
44544,DMS_CS5100_1,N,1750106
44545,DMS_CS5100_1,N,1750107
44546,DMS_CS5100_1,N,1750108
44547,DMS_CS5100_1,N,1750109
44548,DMS_CS5100_1,N,1750110
44549,DMS_AdviaCentaur_2,W,1750111
44550,DMS_AdviaCentaur_2,W,1750112
44551,DMS_AdviaCentaur_2,W,1750114
44552,DMS_AdviaCentaur_2,W,1750115
44553,DMS_CS5100_1,N,1750116
44554,DMS_CS5100_1,N,1750117
44555,DMS_CS5100_1,N,1750118
44556,DMS_CS5100_1,N,1750119
44557,DMS_CS5100_1,N,1750120
44558,DMS_CS5100_1,N,1750121
44559,DMS_CS5100_2,N,1750122
44560,DMS_CS5100_2,N,1750123
44561,DMS_CS5100_2,N,1750124
44562,DMS_CS5100_2,N,1750125
44563,DMS_CS5100_2,N,1750126
44564,DMS_CS5100_2,N,1750127
44565,DMS_CS5100_2,N,1750128
44566,DMS_CS5100_2,N,1750129
44567,DMS_CS5100_2,N,1750130
44568,DMS_CS5100_2,N,1750131
44569,DMS_CS5100_2,N,1750132
44570,DMS_CS5100_2,N,1750133
44571,DMS_CS5100_2,N,1750134
44572,DMS_CS5100_2,N,1750135
44573,DMS_CS5100_2,N,1750136
44574,DMS_CS5100_2,N,1750137
44575,DMS_CS5100_2,N,1750138
44576,DMS_CS5100_2,N,1750139
44577,DMS_CS5100_2,N,1750149
44578,DMS_CS5100_2,N,1750150
44579,DMS_CS5100_2,N,1750151
44580,DMS_CS5100_2,N,1750152
44581,DMS_CS5100_2,N,1750153
44582,DMS_CS5100_2,N,1750154
44583,DMS_CS5100_2,N,1750155
44584,DMS_AdviaCentaur_2,W,1750156
44585,DMS_CS5100_2,N,1750157
44586,DMS_CS5100_1,N,1750159
44587,DMS_CS5100_1,N,1750160
44588,DMS_AdviaCentaur_2,W,1750161
44589,DMS_CS5100_1,N,1750162
44590,DMS_CS5100_1,N,1750163
44591,DMS_AdviaCentaur_2,W,1750164
44592,DMS_CS5100_1,N,1750165
44593,DMS_CS5100_1,N,1750166
44594,DMS_CS5100_1,N,1750168
44595,DMS_AdviaCentaur_2,W,1750169
44596,DMS_CS5100_1,N,1750170
44597,DMS_CS5100_1,N,1750171
44598,DMS_AdviaCentaur_2,W,1750172
44599,DMS_AdviaCentaur_2,W,1750173
44600,DMS_Immulite2000_1,<,1750174
44601,DMS_AdviaCentaur_2,W,1750178
44602,DMS_AdviaCentaur_2,W,1750179
44603,DMS_AdviaCentaur_3,W,1750181
44604,DMS_AdviaCentaur_3,W,1750184
44605,DMS_CS5100_2,N,1750185
44606,DMS_CS5100_2,N,1750186
44607,DMS_CS5100_2,N,1750187
44608,DMS_CS5100_2,N,1750188
44609,DMS_CS5100_2,N,1750189
44610,DMS_CS5100_2,N,1750190
44611,DMS_CS5100_2,N,1750191
44612,DMS_CS5100_2,N,1750192
44613,DMS_CS5100_2,N,1750193
44614,DMS_CS5100_2,N,1750194
44615,DMS_CS5100_2,N,1750195
44616,DMS_CS5100_2,N,1750196
44617,DMS_CS5100_2,N,1750197
44618,DMS_CS5100_2,N,1750198
44619,DMS_CS5100_2,N,1750199
44620,DMS_AdviaCentaur_3,W,1750200
44621,DMS_AdviaCentaur_3,W,1750204
44622,DMS_AdviaCentaur_3,W,1750205
44623,DMS_CS5100_2,N,1750206
44624,DMS_CS5100_2,N,1750207
44625,DMS_CS5100_2,N,1750208
44626,DMS_CS5100_2,N,1750209
44627,DMS_CS5100_2,N,1750210
44628,DMS_CS5100_2,N,1750211
44629,DMS_CS5100_2,N,1750212
44630,DMS_CS5100_2,N,1750213
44631,DMS_AdviaCentaur_2,W,1750214
44632,DMS_AdviaCentaur_2,W,1750215
44633,DMS_CS5100_1,N,1750216
44634,DMS_CS5100_1,N,1750217
44635,DMS_CS5100_1,N,1750218
44636,DMS_CS5100_1,N,1750219
44637,DMS_CS5100_1,N,1750220
44638,DMS_CS5100_1,N,1750221
44639,DMS_CS5100_1,N,1750222
44640,DMS_CS5100_1,N,1750223
44641,DMS_CS5100_1,N,1750224
44642,DMS_CS5100_1,N,1750225
44643,DMS_CS5100_1,N,1750226
44644,DMS_CS5100_1,N,1750227
44645,DMS_CS5100_1,N,1750228
44646,DMS_CS5100_1,N,1750229
44647,DMS_CS5100_1,N,1750230
44648,DMS_CS5100_1,N,1750231
44649,DMS_CS5100_1,N,1750232
44650,DMS_CS5100_1,N,1750233
44651,DMS_CS5100_1,N,1750234
44652,DMS_CS5100_1,N,1750235
44653,DMS_CS5100_1,N,1750236
44654,DMS_CS5100_1,N,1750237
44655,DMS_CS5100_1,N,1750238
44656,DMS_CS5100_1,N,1750239
44657,DMS_CS5100_1,N,1750240
44658,DMS_CS5100_1,N,1750241
44659,DMS_CS5100_1,N,1750242
44660,DMS_CS5100_1,N,1750243
44661,DMS_CS5100_1,N,1750244
44662,DMS_CS5100_1,N,1750245
44663,DMS_CS5100_1,N,1750246
44664,DMS_CS5100_1,N,1750247
44665,DMS_CS5100_1,N,1750248
44666,DMS_CS5100_1,N,1750249
44667,DMS_CS5100_1,N,1750250
44668,DMS_CS5100_1,N,1750251
44669,DMS_CS5100_1,N,1750252
44670,DMS_CS5100_1,N,1750253
44671,DMS_CS5100_1,N,1750254
44672,DMS_CS5100_2,N,1750255
44673,DMS_CS5100_2,N,1750256
44674,DMS_CS5100_2,N,1750257
44675,DMS_CS5100_1,N,1750258
44676,DMS_CS5100_1,N,1750259
44677,DMS_CS5100_1,N,1750260
44678,DMS_CS5100_1,N,1750261
44679,DMS_CS5100_1,N,1750262
44680,DMS_CS5100_1,N,1750263
44681,DMS_CS5100_1,N,1750264
44682,DMS_CS5100_1,N,1750265
44683,DMS_AdviaCentaur_2,W,1750266
44684,DMS_AdviaCentaur_2,W,1750267
44685,DMS_AdviaCentaur_2,W,1750269
44686,DMS_AdviaCentaur_2,W,1750270
44687,DMS_Immulite2000_1,<,1750271
44688,DMS_AdviaCentaur_2,W,1750273
44689,DMS_AdviaCentaur_2,W,1750274
44690,DMS_AdviaCentaur_2,<,1750276
44691,DMS_AdviaCentaur_2,W,1750276
44692,DMS_AdviaCentaur_3,W,1750277
44693,DMS_AdviaCentaur_2,W,1750278
44694,DMS_AdviaCentaur_2,W,1750279
44695,DMS_AdviaCentaur_2,W,1750281
44696,DMS_AdviaCentaur_2,W,1750282
44697,DMS_AdviaCentaur_2,W,1750284
44698,DMS_Immulite2000_1,<,1750285
44699,DMS_Immulite2000_1,N,1750286
44700,DMS_Immulite2000_1,N,1750287
44701,DMS_Immulite2000_1,N,1750288
44702,DMS_Immulite2000_1,N,1750289
44703,DMS_Immulite2000_1,N,1750290
44704,DMS_CS5100_1,N,1750291
44705,DMS_CS5100_1,N,1750292
44706,DMS_CS5100_1,N,1750293
44707,DMS_CS5100_1,N,1750294
44708,DMS_CS5100_1,N,1750295
44709,DMS_CS5100_1,N,1750296
44710,DMS_CS5100_1,N,1750297
44711,DMS_CS5100_1,N,1750298
44712,DMS_CS5100_2,N,1750299
44713,DMS_CS5100_2,N,1750300
44714,DMS_CS5100_2,N,1750301
44715,DMS_CS5100_2,N,1750302
44716,DMS_CS5100_2,N,1750303
44717,DMS_CS5100_2,N,1750304
44718,DMS_CS5100_2,N,1750305
44719,DMS_CS5100_1,N,1750306
44720,DMS_CS5100_1,N,1750307
44721,DMS_CS5100_1,N,1750308
44722,DMS_CS5100_1,N,1750309
44723,DMS_CS5100_1,N,1750310
44724,DMS_CS5100_1,N,1750311
44725,DMS_CS5100_1,N,1750312
44726,DMS_CS5100_1,N,1750313
44727,DMS_CS5100_1,N,1750314
44728,DMS_CS5100_1,N,1750315
44729,DMS_CS5100_2,N,1750316
44730,DMS_CS5100_2,N,1750317
44731,DMS_CS5100_2,N,1750318
44732,DMS_CS5100_2,N,1750320
44733,DMS_CS5100_2,N,1750321
44734,DMS_CS5100_2,N,1750322
44735,DMS_CS5100_2,N,1750323
44736,DMS_CS5100_1,N,1750324
44737,DMS_CS5100_1,N,1750325
44738,DMS_CS5100_1,N,1750326
44739,DMS_CS5100_1,N,1750327
44740,DMS_CS5100_1,N,1750328
44741,DMS_CS5100_1,N,1750329
44742,DMS_CS5100_1,N,1750330
44743,DMS_CS5100_1,N,1750331
44744,DMS_CS5100_2,N,1750332
44745,DMS_CS5100_2,N,1750333
44746,DMS_CS5100_2,N,1750334
44747,DMS_CS5100_2,N,1750335
44748,DMS_CS5100_2,N,1750336
44749,DMS_CS5100_2,N,1750337
44750,DMS_CS5100_2,N,1750338
44751,DMS_CS5100_2,N,1750339
44752,DMS_CS5100_1,N,1750340
44753,DMS_CS5100_1,N,1750341
44754,DMS_CS5100_1,N,1750342
44755,DMS_CS5100_1,N,1750343
44756,DMS_CS5100_1,N,1750344
44757,DMS_CS5100_1,N,1750345
44758,DMS_CS5100_1,N,1750346
44759,DMS_CS5100_1,N,1750347
44760,DMS_CS5100_2,N,1750348
44761,DMS_CS5100_2,N,1750349
44762,DMS_CS5100_2,N,1750350
44763,DMS_CS5100_2,N,1750351
44764,DMS_CS5100_2,N,1750352
44765,DMS_CS5100_2,N,1750353
44766,DMS_CS5100_2,N,1750354
44767,DMS_CS5100_2,N,1750355
44768,DMS_CS5100_2,N,1750356
44769,DMS_CS5100_2,N,1750357
44770,DMS_CS5100_2,N,1750358
44771,DMS_CS5100_2,N,1750359
44772,DMS_CS5100_2,N,1750360
44773,DMS_CS5100_2,N,1750361
44774,DMS_CS5100_2,N,1750362
44775,DMS_CS5100_2,N,1750363
44776,DMS_CS5100_1,N,1750364
44777,DMS_CS5100_1,N,1750365
44778,DMS_CS5100_1,N,1750366
44779,DMS_AdviaCentaur_2,W,1750367
44780,DMS_AdviaCentaur_2,W,1750368
44781,DMS_AdviaCentaur_2,W,1750370
44782,DMS_CS5100_1,N,1750371
44783,DMS_CS5100_1,N,1750372
44784,DMS_CS5100_1,N,1750373
44785,DMS_CS5100_1,N,1750374
44786,DMS_CS5100_1,N,1750375
44787,DMS_CS5100_1,N,1750376
44788,DMS_CS5100_1,N,1750377
44789,DMS_CS5100_1,N,1750378
44790,DMS_CS5100_1,N,1750379
44791,DMS_CS5100_1,N,1750380
44792,DMS_CS5100_1,N,1750381
44793,DMS_CS5100_1,N,1750382
44794,DMS_CS5100_1,N,1750383
44795,DMS_CS5100_1,N,1750384
44796,DMS_CS5100_1,N,1750385
44797,DMS_Immulite2000_1,N,1750386
44798,DMS_Immulite2000_1,N,1750387
44799,DMS_CS5100_2,N,1750388
44800,DMS_CS5100_2,N,1750389
44801,DMS_CS5100_2,N,1750390
44802,DMS_CS5100_2,N,1750391
44803,DMS_CS5100_2,N,1750392
44804,DMS_CS5100_2,N,1750393
44805,DMS_CS5100_2,N,1750394
44806,DMS_CS5100_2,N,1750395
44808,DMS_CS5100_2,N,1750407
44809,DMS_CS5100_2,N,1750408
44810,DMS_CS5100_2,N,1750409
44811,DMS_CS5100_2,N,1750410
44812,DMS_CS5100_2,N,1750411
44813,DMS_CS5100_2,N,1750412
44814,DMS_CS5100_2,N,1750413
44815,DMS_CS5100_2,N,1750414
44816,DMS_AdviaCentaur_3,W,1750415
44817,DMS_CS5100_1,N,1750416
44818,DMS_CS5100_1,N,1750417
44819,DMS_CS5100_1,N,1750418
44820,DMS_CS5100_1,N,1750419
44821,DMS_CS5100_1,N,1750420
44822,DMS_CS5100_1,N,1750421
44823,DMS_CS5100_1,N,1750422
44824,DMS_CS5100_1,N,1750423
44825,DMS_CS5100_1,N,1750424
44826,DMS_CS5100_1,N,1750425
44827,DMS_CS5100_1,N,1750426
44828,DMS_CS5100_1,N,1750427
44829,DMS_CS5100_1,N,1750428
44830,DMS_CS5100_1,N,1750429
44831,DMS_CS5100_1,N,1750430
44832,DMS_CS5100_1,N,1750431
44833,DMS_CS5100_1,N,1750432
44834,DMS_CS5100_1,N,1750433
44835,DMS_CS5100_1,N,1750434
44836,DMS_CS5100_1,N,1750435
44837,DMS_CS5100_1,N,1750436
44838,DMS_CS5100_1,N,1750437
44839,DMS_CS5100_2,N,1750438
44840,DMS_CS5100_2,N,1750439
44841,DMS_CS5100_2,N,1750440
44842,DMS_CS5100_2,N,1750441
44843,DMS_CS5100_2,N,1750442
44844,DMS_CS5100_2,N,1750443
44845,DMS_CS5100_2,N,1750444
44846,DMS_CS5100_2,N,1750445
44847,DMS_CS5100_2,N,1750446
44848,DMS_CS5100_2,N,1750447
44849,DMS_CS5100_2,N,1750448
44850,DMS_CS5100_2,N,1750449
44851,DMS_CS5100_2,N,1750450
44852,DMS_CS5100_2,N,1750451
44853,DMS_CS5100_2,N,1750452
44854,DMS_CS5100_2,N,1750453
44855,DMS_CS5100_1,N,1750455
44856,DMS_CS5100_1,N,1750456
44857,DMS_CS5100_1,N,1750457
44858,DMS_CS5100_1,N,1750458
44859,DMS_CS5100_1,N,1750459
44860,DMS_CS5100_1,N,1750460
44861,DMS_CS5100_1,N,1750461
44862,DMS_CS5100_1,N,1750462
44863,DMS_CS5100_2,N,1750463
44864,DMS_CS5100_2,N,1750464
44865,DMS_CS5100_2,N,1750465
44866,DMS_AdviaCentaur_3,W,1750469
44867,DMS_AdviaCentaur_3,W,1750470
44868,DMS_CS5100_1,N,1750471
44869,DMS_CS5100_1,N,1750472
44870,DMS_CS5100_1,N,1750473
44871,DMS_CS5100_1,N,1750474
44872,DMS_CS5100_1,N,1750475
44873,DMS_CS5100_1,N,1750476
44874,DMS_CS5100_1,N,1750477
44875,DMS_CS5100_1,N,1750478
44876,DMS_CS5100_2,N,1750479
44877,DMS_CS5100_2,N,1750480
44878,DMS_CS5100_2,N,1750481
44879,DMS_CS5100_2,N,1750482
44880,DMS_CS5100_2,N,1750483
44881,DMS_CS5100_2,N,1750484
44882,DMS_CS5100_2,N,1750485
44883,DMS_CS5100_2,N,1750486
44884,DMS_AdviaCentaur_2,W,1750487
44885,DMS_AdviaCentaur_2,W,1750488
44886,DMS_AdviaCentaur_2,<,1750490
44887,DMS_AdviaCentaur_2,W,1750490
44888,DMS_AdviaCentaur_2,W,1750491
44889,DMS_AdviaCentaur_2,W,1750492
44890,DMS_AdviaCentaur_2,W,1750493
44891,DMS_AdviaCentaur_2,W,1750495
44892,DMS_AdviaCentaur_2,>,1750496
44893,DMS_AdviaCentaur_2,W,1750496
44894,DMS_AdviaCentaur_2,W,1750497
44895,DMS_AdviaCentaur_2,W,1750498
44896,DMS_AdviaCentaur_2,W,1750501
44897,DMS_AdviaCentaur_2,W,1750502
44898,DMS_AdviaCentaur_2,W,1750504
44899,DMS_AdviaCentaur_2,W,1750505
44900,DMS_AdviaCentaur_2,>,1750507
44901,DMS_AdviaCentaur_2,W,1750507
44902,DMS_AdviaCentaur_2,W,1750508
44903,DMS_AdviaCentaur_2,W,1750509
44904,DMS_AdviaCentaur_2,<,1750511
44905,DMS_AdviaCentaur_2,W,1750511
44906,DMS_AdviaCentaur_2,<,1750512
44907,DMS_AdviaCentaur_2,W,1750512
44908,DMS_AdviaCentaur_2,W,1750513
44909,DMS_Immulite2000_1,<,1750514
44910,DMS_AdviaCentaur_2,<,1750515
44911,DMS_AdviaCentaur_2,W,1750515
44912,DMS_CS5100_2,N,1750516
44913,DMS_CS5100_2,N,1750517
44914,DMS_CS5100_2,N,1750518
44915,DMS_CS5100_2,N,1750519
44916,DMS_CS5100_2,N,1750520
44917,DMS_CS5100_1,N,1750521
44918,DMS_CS5100_1,N,1750522
44919,DMS_CS5100_1,N,1750523
44920,DMS_CS5100_1,N,1750524
44921,DMS_CS5100_1,N,1750525
44922,DMS_CS5100_1,N,1750526
44923,DMS_CS5100_1,N,1750527
44924,DMS_CS5100_1,N,1750528
44925,DMS_CS5100_1,N,1750529
44926,DMS_CS5100_1,N,1750530
44927,DMS_CS5100_1,N,1750531
44928,DMS_CS5100_1,N,1750532
44929,DMS_CS5100_1,N,1750533
44930,DMS_CS5100_1,N,1750534
44931,DMS_CS5100_1,N,1750535
44932,DMS_CS5100_1,N,1750536
44933,DMS_CS5100_1,N,1750537
44934,DMS_CS5100_1,N,1750538
44935,DMS_CS5100_1,N,1750539
44936,DMS_CS5100_1,N,1750540
44937,DMS_CS5100_1,N,1750541
44938,DMS_CS5100_1,N,1750542
44939,DMS_CS5100_1,N,1750543
44940,DMS_CS5100_1,N,1750544
44941,DMS_CS5100_2,N,1750545
44942,DMS_CS5100_2,N,1750546
44943,DMS_CS5100_2,N,1750547
44944,DMS_CS5100_2,N,1750548
44945,DMS_CS5100_2,N,1750549
44946,DMS_CS5100_2,N,1750550
44947,DMS_CS5100_2,N,1750551
44948,DMS_CS5100_2,N,1750552
44949,DMS_CS5100_1,N,1750553
44950,DMS_CS5100_1,N,1750554
44951,DMS_CS5100_1,N,1750555
44952,DMS_CS5100_1,N,1750556
44953,DMS_CS5100_1,N,1750557
44954,DMS_CS5100_1,N,1750558
44955,DMS_CS5100_1,N,1750559
44956,DMS_CS5100_1,N,1750560
44957,DMS_CS5100_2,N,1750561
44958,DMS_CS5100_2,N,1750562
44959,DMS_CS5100_2,N,1750563
44960,DMS_CS5100_2,N,1750564
44961,DMS_CS5100_2,N,1750565
44962,DMS_AdviaCentaur_2,W,1750566
44963,DMS_AdviaCentaur_2,<,1750568
44964,DMS_AdviaCentaur_2,W,1750568
44965,DMS_AdviaCentaur_2,W,1750571
44966,DMS_AdviaCentaur_2,W,1750572
44967,DMS_AdviaCentaur_2,W,1750575
44968,DMS_AdviaCentaur_2,W,1750576
44969,DMS_AdviaCentaur_2,<,1750578
44970,DMS_AdviaCentaur_2,W,1750578
44971,DMS_AdviaCentaur_2,<,1750579
44972,DMS_AdviaCentaur_2,W,1750579
44973,DMS_CS5100_2,N,1750580
44974,DMS_CS5100_2,N,1750581
44975,DMS_CS5100_2,N,1750582
44976,DMS_CS5100_2,N,1750583
44977,DMS_CS5100_2,N,1750584
44978,DMS_CS5100_2,N,1750585
44979,DMS_CS5100_2,N,1750586
44980,DMS_CS5100_2,N,1750587
44981,DMS_CS5100_2,N,1750588
44982,DMS_CS5100_2,N,1750589
44983,DMS_CS5100_2,N,1750590
44984,DMS_CS5100_2,N,1750591
44985,DMS_CS5100_2,N,1750592
44986,DMS_CS5100_2,N,1750593
44987,DMS_CS5100_2,N,1750594
44988,DMS_CS5100_2,N,1750595
44989,DMS_CS5100_2,N,1750596
44990,DMS_AdviaCentaur_3,W,1750597
44991,DMS_AdviaCentaur_3,W,1750599
44992,DMS_CS5100_2,N,1750600
44993,DMS_CS5100_2,N,1750601
44994,DMS_CS5100_2,N,1750602
44995,DMS_CS5100_2,N,1750603
44996,DMS_CS5100_2,N,1750604
44997,DMS_CS5100_2,N,1750605
44998,DMS_CS5100_2,N,1750606
44999,DMS_CS5100_2,N,1750607
45000,DMS_AdviaCentaur_3,W,1750610
45001,DMS_Immulite2000_1,N,1750611
45002,DMS_Immulite2000_1,N,1750612
45003,DMS_Immulite2000_1,N,1750613
45004,DMS_AdviaCentaur_2,W,1750614
45005,DMS_CS5100_2,N,1750616
45006,DMS_CS5100_2,N,1750617
45007,DMS_CS5100_2,N,1750619
45008,DMS_CS5100_2,N,1750620
45009,DMS_CS5100_2,N,1750621
45010,DMS_CS5100_2,N,1750622
45011,DMS_CS5100_2,N,1750623
45012,DMS_CS5100_2,N,1750624
45013,DMS_CS5100_2,N,1750625
45014,DMS_CS5100_2,N,1750626
45015,DMS_CS5100_2,N,1750632
45016,DMS_CS5100_2,N,1750633
45017,DMS_CS5100_2,N,1750634
45018,DMS_CS5100_2,N,1750635
45019,DMS_CS5100_2,N,1750636
45020,DMS_CS5100_2,N,1750637
45021,DMS_CS5100_1,N,1750646
45022,DMS_CS5100_1,N,1750647
45023,DMS_CS5100_1,N,1750648
45024,DMS_CS5100_2,N,1750651
45025,DMS_CS5100_2,N,1750652
45026,DMS_CS5100_2,N,1750653
45027,DMS_CS5100_2,N,1750659
45028,DMS_CS5100_2,N,1750660
45029,DMS_CS5100_2,N,1750661
45030,DMS_CS5100_2,N,1750662
45031,DMS_CS5100_2,N,1750663
45032,DMS_CS5100_2,N,1750664
45033,DMS_CS5100_2,N,1750665
45034,DMS_AdviaCentaur_2,W,1750666
45035,DMS_AdviaCentaur_3,W,1750667
45036,DMS_AdviaCentaur_3,W,1750671
45037,DMS_AdviaCentaur_3,W,1750672
45043,DMS_CS5100_2,N,1750680
45044,DMS_CS5100_2,N,1750681
45045,DMS_CS5100_2,N,1750682
45046,DMS_CS5100_2,N,1750683
45047,DMS_CS5100_2,N,1750684
45048,DMS_CS5100_2,N,1750685
45049,DMS_CS5100_2,N,1750686
45050,DMS_CS5100_2,N,1750687
45051,DMS_CS5100_2,N,1750688
45052,DMS_CS5100_2,N,1750689
45053,DMS_AdviaCentaur_2,W,1750690
45054,DMS_AdviaCentaur_2,W,1750691
45055,DMS_AdviaCentaur_2,<,1750693
45056,DMS_AdviaCentaur_2,W,1750693
45057,DMS_AdviaCentaur_2,<,1750694
45058,DMS_AdviaCentaur_2,W,1750694
45059,DMS_Immulite2000_1,<,1750695
45060,DMS_CS5100_2,N,1750696
45061,DMS_CS5100_2,N,1750697
45062,DMS_CS5100_2,N,1750698
45063,DMS_CS5100_2,N,1750699
45064,DMS_CS5100_2,N,1750700
45065,DMS_CS5100_2,N,1750701
45066,DMS_CS5100_2,N,1750702
45067,DMS_CS5100_2,N,1750703
45068,DMS_Immulite2000_1,<,1750704
45071,DMS_CS5100_2,N,1750707
45072,DMS_CS5100_2,N,1750708
45073,DMS_CS5100_2,N,1750709
45074,DMS_CS5100_2,N,1750710
45075,DMS_CS5100_2,N,1750711
45076,DMS_CS5100_2,N,1750712
45077,DMS_CS5100_2,N,1750713
45078,DMS_CS5100_2,N,1750714
45079,DMS_CS5100_2,N,1750715
45080,DMS_CS5100_2,N,1750716
45081,DMS_CS5100_2,N,1750717
45082,DMS_CS5100_2,N,1750718
45083,DMS_CS5100_2,N,1750719
45084,DMS_CS5100_2,N,1750720
45085,DMS_CS5100_2,N,1750721
45086,DMS_CS5100_2,N,1750722
45087,DMS_CS5100_2,N,1750723
45088,DMS_CS5100_2,N,1750724
45089,DMS_CS5100_2,N,1750725
45090,DMS_CS5100_2,N,1750726
45091,DMS_CS5100_1,N,1750727
45092,DMS_CS5100_1,N,1750728
45093,DMS_CS5100_1,N,1750729
45094,DMS_CS5100_1,N,1750730
45095,DMS_CS5100_1,N,1750731
45096,DMS_CS5100_1,N,1750732
45097,DMS_CS5100_2,N,1750733
45098,DMS_CS5100_2,N,1750734
45099,DMS_CS5100_2,N,1750735
45100,DMS_CS5100_2,N,1750736
45101,DMS_CS5100_2,N,1750737
45102,DMS_CS5100_2,N,1750738
45103,DMS_CS5100_2,N,1750739
45104,DMS_CS5100_2,N,1750740
45105,DMS_CS5100_2,N,1750741
45106,DMS_CS5100_2,N,1750742
45107,DMS_CS5100_2,N,1750743
45108,DMS_CS5100_2,N,1750744
45109,DMS_CS5100_2,N,1750745
45110,DMS_CS5100_2,N,1750746
45111,DMS_CS5100_2,N,1750747
45112,DMS_CS5100_1,N,1750748
45113,DMS_CS5100_1,N,1750749
45114,DMS_CS5100_1,N,1750750
45115,DMS_CS5100_2,N,1750751
45116,DMS_CS5100_1,N,1750752
45117,DMS_CS5100_1,N,1750753
45118,DMS_CS5100_1,N,1750754
45119,DMS_CS5100_1,N,1750755
45120,DMS_CS5100_1,N,1750756
45121,DMS_CS5100_1,N,1750757
45122,DMS_CS5100_1,N,1750758
45123,DMS_CS5100_1,N,1750759
45124,DMS_CS5100_1,N,1750760
45125,DMS_CS5100_1,N,1750761
45126,DMS_CS5100_1,N,1750762
45127,DMS_CS5100_1,N,1750763
45128,DMS_CS5100_1,N,1750764
45129,DMS_CS5100_1,N,1750765
45130,DMS_CS5100_2,N,1750766
45131,DMS_CS5100_2,N,1750767
45132,DMS_CS5100_2,N,1750768
45133,DMS_CS5100_2,N,1750769
45134,DMS_CS5100_2,N,1750770
45135,DMS_CS5100_2,N,1750771
45136,DMS_CS5100_2,N,1750772
45137,DMS_CS5100_2,N,1750773
45138,DMS_CS5100_2,N,1750774
45139,DMS_CS5100_2,N,1750775
45140,DMS_CS5100_2,N,1750776
45141,DMS_CS5100_2,N,1750777
45142,DMS_CS5100_2,N,1750778
45143,DMS_AdviaCentaur_2,W,1750779
45144,DMS_AdviaCentaur_2,W,1750780
45145,DMS_AdviaCentaur_2,W,1750782
45146,DMS_CS5100_2,N,1750783
45147,DMS_CS5100_2,N,1750784
45148,DMS_CS5100_2,N,1750785
45149,DMS_CS5100_2,N,1750786
45150,DMS_CS5100_2,N,1750787
45151,DMS_CS5100_2,N,1750788
45152,DMS_CS5100_2,N,1750789
45153,DMS_CS5100_2,N,1750790
45154,DMS_CS5100_2,N,1750799
45155,DMS_CS5100_2,N,1750800
45156,DMS_CS5100_2,N,1750801
45157,DMS_CS5100_2,N,1750802
45158,DMS_CS5100_2,N,1750803
45159,DMS_CS5100_2,N,1750804
45160,DMS_CS5100_2,N,1750805
45161,DMS_CS5100_2,N,1750806
45162,DMS_AdviaCentaur_2,W,1750807
45163,DMS_AdviaCentaur_2,W,1750808
45164,DMS_AdviaCentaur_2,W,1750810
45165,DMS_AdviaCentaur_2,W,1750811
45166,DMS_CS5100_1,N,1750812
45167,DMS_CS5100_1,N,1750813
45168,DMS_CS5100_1,N,1750814
45169,DMS_CS5100_1,N,1750815
45170,DMS_CS5100_1,N,1750816
45171,DMS_CS5100_1,N,1750817
45172,DMS_CS5100_1,N,1750818
45173,DMS_CS5100_1,N,1750819
45174,DMS_CS5100_2,N,1750820
45175,DMS_CS5100_2,N,1750821
45176,DMS_CS5100_2,N,1750822
45177,DMS_CS5100_2,N,1750823
45178,DMS_CS5100_2,N,1750824
45179,DMS_CS5100_2,N,1750825
45180,DMS_CS5100_2,N,1750826
45181,DMS_CS5100_2,N,1750827
45182,DMS_CS5100_2,N,1750828
45183,DMS_CS5100_2,N,1750829
45184,DMS_CS5100_2,N,1750830
